timestamp,pm25,wind,hour,day,month
2026-01-18 15:33:21.200184,173.65,1.8055555555555556,15,6,1
2026-01-18 15:37:11.154486,173.65,1.8055555555555556,15,6,1
2026-01-18 16:37:17.532657,138.65,1.611111111111111,16,6,1
2026-01-18 17:37:25.350054,107.05,1.6944444444444442,17,6,1
2026-01-18 18:37:33.437472,87.95,1.6944444444444442,18,6,1
2026-01-18 19:37:40.146059,78.35,1.6944444444444442,19,6,1
2026-01-18 20:37:47.060260,73.75,1.8055555555555556,20,6,1
2026-01-18 21:37:56.612771,77.25,1.8888888888888888,21,6,1
2026-01-20 13:37:28.490380,157.75,2.8055555555555554,13,1,1
2026-01-20 14:37:35.924972,150.35,1.0,14,1,1
2026-01-20 18:21:41.010170,69.05,2.8055555555555554,18,1,1
2026-01-20 18:22:47.941969,69.05,2.8055555555555554,18,1,1
2026-01-20 19:22:53.998743,62.55,2.8055555555555554,19,1,1
2026-01-20 20:23:00.939729,61.85,1.0,20,1,1
2026-01-21 12:56:12.305407,118.15,2.888888888888889,12,2,1
2026-01-21 13:56:17.448270,126.55,3.194444444444444,13,2,1
2026-01-21 18:09:44.021118,47.85,2.694444444444444,18,2,1
2026-01-21 19:09:51.250066,45.55,2.694444444444444,19,2,1
2026-01-21 20:09:56.275045,45.05,2.305555555555556,20,2,1
2026-01-22 13:23:20.137434,142.45,1.5,13,3,1
2026-01-22 14:23:34.201122,130.75,1.6944444444444442,14,3,1
2026-01-22 17:54:03.521094,69.35,2.694444444444444,17,3,1
2026-01-22 18:55:23.284043,63.05,2.388888888888889,18,3,1
2026-01-22 19:32:22.738574,61.15,2.5,19,3,1
2026-01-22 20:32:28.497799,59.75,3.1111111111111107,20,3,1
2026-01-23 13:01:11.960213,83.95,6.499999999999999,13,4,1
2026-01-23 14:01:16.645861,87.25,6.388888888888888,14,4,1
2026-01-23 15:01:23.483962,89.05,5.111111111111111,15,4,1
2026-01-23 17:01:28.939678,83.55,4.388888888888889,17,4,1
2026-01-23 18:12:21.397613,75.55,3.3055555555555554,18,4,1
2026-01-23 19:12:27.418272,70.65,3.888888888888889,19,4,1
2026-01-23 20:12:34.927111,68.85,2.694444444444444,20,4,1
2026-01-24 11:30:20.608379,87.45,2.611111111111111,11,5,1
2026-01-24 12:30:26.678238,91.65,2.388888888888889,12,5,1
2026-01-24 13:30:33.762281,83.75,2.388888888888889,13,5,1
2026-01-24 14:30:39.820646,86.95,2.5,14,5,1
2026-01-24 15:30:46.169343,88.65,3.194444444444444,15,5,1
2026-01-24 16:30:52.742600,81.65,3.8055555555555554,16,5,1
2026-01-24 17:30:58.923943,75.85,3.611111111111111,17,5,1
2026-01-24 18:31:05.687085,58.45,3.6944444444444446,18,5,1
2026-01-24 19:31:11.883000,51.85,4.194444444444445,19,5,1
2026-01-24 20:31:18.143680,48.85,3.5,20,5,1
2026-01-25 13:37:54.796483,67.45,3.194444444444444,13,6,1
2026-01-25 14:37:59.579356,64.15,3.194444444444444,14,6,1
2026-01-25 10:27:19.087722,62.05,3.1111111111111107,10,6,1
2026-01-25 10:29:05.022938,62.05,3.1111111111111107,10,6,1
2026-01-25 10:29:52.273379,62.05,3.1111111111111107,10,6,1
2026-01-25 14:19:32.308541,51.45,1.8888888888888888,14,6,1
2026-01-25 19:55:25,168.5,2.19,19,6,1
2026-01-25 20:41:15,170.0,1.61,20,6,1
2026-01-26 11:11:56,81.2,1.39,11,0,1
