timestamp,pm25,wind,hour,day,month
2026-01-18 15:33:22.038513,147.55,2.305555555555556,15,6,1
2026-01-18 15:37:11.951611,147.55,2.305555555555556,15,6,1
2026-01-18 16:37:18.735950,114.05,2.1944444444444446,16,6,1
2026-01-18 17:37:26.576567,84.95,2.111111111111111,17,6,1
2026-01-18 18:37:34.680533,66.05,2.1944444444444446,18,6,1
2026-01-18 19:37:41.049927,58.25,2.5,19,6,1
2026-01-18 20:37:48.276957,56.15,2.611111111111111,20,6,1
2026-01-18 21:37:57.873075,60.25,2.5,21,6,1
2026-01-20 13:37:29.550344,205.75,2.5,13,1,1
2026-01-20 14:37:37.572947,194.55,1.6944444444444442,14,1,1
2026-01-20 18:21:42.019432,84.95,2.305555555555556,18,1,1
2026-01-20 18:22:48.730298,84.95,2.305555555555556,18,1,1
2026-01-20 19:22:55.355967,78.65,2.694444444444444,19,1,1
2026-01-20 20:23:01.822131,77.95,1.6944444444444442,20,1,1
2026-01-21 12:56:13.429986,131.25,2.5,12,2,1
2026-01-21 13:56:19.644505,146.15,2.611111111111111,13,2,1
2026-01-21 18:09:45.180078,58.35,2.0,18,2,1
2026-01-21 19:09:52.047088,55.35,2.0,19,2,1
2026-01-21 20:09:57.021305,54.45,2.111111111111111,20,2,1
2026-01-22 13:23:23.252077,191.35,1.8888888888888888,13,3,1
2026-01-22 14:23:35.559798,169.45,2.305555555555556,14,3,1
2026-01-22 17:54:04.838336,83.05,3.1111111111111107,17,3,1
2026-01-22 18:55:24.550478,74.45,2.888888888888889,18,3,1
2026-01-22 19:32:23.582036,69.75,3.194444444444444,19,3,1
2026-01-22 20:32:29.477599,68.35,3.8055555555555554,20,3,1
2026-01-23 13:01:12.844601,77.25,6.499999999999999,13,4,1
2026-01-23 14:01:17.846860,74.65,6.111111111111111,14,4,1
2026-01-23 15:01:24.365419,73.75,5.611111111111111,15,4,1
2026-01-23 17:01:29.779200,64.45,5.0,17,4,1
2026-01-23 18:12:22.030548,60.65,5.111111111111111,18,4,1
2026-01-23 19:12:28.750820,59.45,2.888888888888889,19,4,1
2026-01-23 20:12:36.261643,58.85,2.694444444444444,20,4,1
2026-01-24 11:30:21.481611,82.55,3.0,11,5,1
2026-01-24 12:30:27.908912,86.25,2.694444444444444,12,5,1
2026-01-24 13:30:35.085184,76.25,2.694444444444444,13,5,1
2026-01-24 14:30:40.730879,80.25,2.888888888888889,14,5,1
2026-01-24 15:30:47.488470,81.65,3.5,15,5,1
2026-01-24 16:30:53.669112,77.45,4.0,16,5,1
2026-01-24 17:30:59.820138,65.85,3.611111111111111,17,5,1
2026-01-24 18:31:06.919023,51.15,3.3888888888888884,18,5,1
2026-01-24 19:31:12.652564,47.25,4.0,19,5,1
2026-01-24 20:31:19.293722,45.35,3.5,20,5,1
2026-01-25 13:37:55.473862,61.65,3.3055555555555554,13,6,1
2026-01-25 14:38:00.386032,60.15,3.3055555555555554,14,6,1
2026-01-25 10:27:19.454219,62.05,3.1111111111111107,10,6,1
2026-01-25 10:29:05.207239,62.05,3.1111111111111107,10,6,1
2026-01-25 10:29:52.450280,62.05,3.1111111111111107,10,6,1
2026-01-25 14:19:32.708608,51.45,1.8888888888888888,14,6,1
2026-01-25 19:55:26,168.5,2.19,19,6,1
2026-01-25 20:41:16,170.0,1.69,20,6,1
2026-01-26 11:11:57,81.2,1.31,11,0,1
