timestamp,pm25,wind,hour,day,month
2026-01-18 15:33:22.909469,147.55,2.0,15,6,1
2026-01-18 15:37:12.814537,147.55,2.0,15,6,1
2026-01-18 16:37:19.990448,114.05,2.0,16,6,1
2026-01-18 17:37:27.788432,84.95,1.6944444444444442,17,6,1
2026-01-18 18:37:36.028209,66.05,1.611111111111111,18,6,1
2026-01-18 19:37:41.997044,58.25,1.611111111111111,19,6,1
2026-01-18 20:37:49.557075,56.15,1.8055555555555556,20,6,1
2026-01-18 21:37:59.288887,60.25,1.8888888888888888,21,6,1
2026-01-20 13:37:30.632436,205.75,2.5,13,1,1
2026-01-20 14:37:39.024813,194.55,1.1944444444444444,14,1,1
2026-01-20 18:21:43.001098,84.95,2.5,18,1,1
2026-01-20 18:22:49.398882,84.95,2.5,18,1,1
2026-01-20 19:22:56.666484,78.65,2.694444444444444,19,1,1
2026-01-20 20:23:02.738405,77.95,1.1944444444444444,20,1,1
2026-01-21 12:56:14.628924,131.25,2.611111111111111,12,2,1
2026-01-21 13:56:21.331912,146.15,2.8055555555555554,13,2,1
2026-01-21 18:09:46.578550,58.35,2.5,18,2,1
2026-01-21 19:09:52.883784,55.35,2.388888888888889,19,2,1
2026-01-21 20:09:57.871326,54.45,2.111111111111111,20,2,1
2026-01-22 13:23:24.730784,191.35,1.611111111111111,13,3,1
2026-01-22 14:23:36.876593,169.45,2.0,14,3,1
2026-01-22 17:54:05.994657,83.05,2.694444444444444,17,3,1
2026-01-22 18:55:25.765594,74.45,2.1944444444444446,18,3,1
2026-01-22 19:32:24.380324,69.75,2.5,19,3,1
2026-01-22 20:32:30.441532,68.35,3.1111111111111107,20,3,1
2026-01-23 13:01:14.191391,77.25,6.611111111111111,13,4,1
2026-01-23 14:01:18.937018,74.65,6.0,14,4,1
2026-01-23 15:01:25.405605,73.75,4.805555555555555,15,4,1
2026-01-23 17:01:30.572316,64.45,2.5,17,4,1
2026-01-23 18:01:55.886885,60.65,5.194444444444444,18,4,1
2026-01-23 18:12:22.787448,60.65,5.194444444444444,18,4,1
2026-01-23 19:12:29.977202,59.45,4.388888888888889,19,4,1
2026-01-23 20:12:37.686312,58.85,2.388888888888889,20,4,1
2026-01-24 11:30:22.334783,82.55,2.8055555555555554,11,5,1
2026-01-24 12:30:29.125907,86.25,2.1944444444444446,12,5,1
2026-01-24 13:30:36.211216,76.25,2.1944444444444446,13,5,1
2026-01-24 14:30:41.550420,80.25,2.1944444444444446,14,5,1
2026-01-24 15:30:48.723445,81.65,3.0,15,5,1
2026-01-24 16:30:54.687217,77.45,3.611111111111111,16,5,1
2026-01-24 17:31:00.737571,65.85,3.5,17,5,1
2026-01-24 18:31:08.071442,51.15,3.611111111111111,18,5,1
2026-01-24 19:31:13.482174,47.25,4.194444444444445,19,5,1
2026-01-24 20:31:20.543246,45.35,3.5,20,5,1
2026-01-25 13:37:56.184805,61.65,3.194444444444444,13,6,1
2026-01-25 14:38:01.162220,60.15,3.194444444444444,14,6,1
2026-01-25 10:27:19.889235,64.15,3.1111111111111107,10,6,1
2026-01-25 10:29:05.379447,64.15,3.1111111111111107,10,6,1
2026-01-25 10:29:52.625357,64.15,3.1111111111111107,10,6,1
2026-01-25 14:19:33.258685,54.15,2.5,14,6,1
2026-01-25 19:55:27,168.5,2.61,19,6,1
2026-01-25 20:41:17,170.0,2.11,20,6,1
2026-01-26 11:11:58,81.2,1.39,11,0,1
