timestamp,pm25,wind,hour,day,month
2026-01-18 15:33:19.411084,188.95,1.8888888888888888,15,6,1
2026-01-18 15:37:09.348223,188.95,1.8888888888888888,15,6,1
2026-01-18 16:37:14.932374,146.15,1.8055555555555556,16,6,1
2026-01-18 17:37:22.580854,113.35,1.8055555555555556,17,6,1
2026-01-18 18:37:30.817240,92.15,1.8888888888888888,18,6,1
2026-01-18 19:37:38.213513,82.15,2.0,19,6,1
2026-01-18 20:37:44.395471,76.05,2.111111111111111,20,6,1
2026-01-18 21:37:52.221550,76.95,2.111111111111111,21,6,1
2026-01-20 13:37:26.557960,188.55,2.5,13,1,1
2026-01-20 14:37:33.040694,175.95,1.1944444444444444,14,1,1
2026-01-20 18:21:39.223812,76.25,2.1944444444444446,18,1,1
2026-01-20 18:22:46.202056,76.25,2.1944444444444446,18,1,1
2026-01-20 19:22:51.437595,70.25,2.5,19,1,1
2026-01-20 20:22:58.982526,68.85,1.5,20,1,1
2026-01-21 12:56:10.115976,130.75,2.5,12,2,1
2026-01-21 13:56:14.161250,144.75,2.8055555555555554,13,2,1
2026-01-21 18:09:42.225390,51.15,2.1944444444444446,18,2,1
2026-01-21 19:09:49.601389,47.65,2.1944444444444446,19,2,1
2026-01-21 20:09:54.639287,46.85,2.111111111111111,20,2,1
2026-01-22 13:23:13.777091,190.35,1.5,13,3,1
2026-01-22 14:23:30.552142,165.65,1.8055555555555556,14,3,1
2026-01-22 17:54:01.318475,75.15,2.8055555555555554,17,3,1
2026-01-22 18:55:20.926764,67.95,2.388888888888889,18,3,1
2026-01-22 19:32:21.025054,66.25,2.611111111111111,19,3,1
2026-01-22 20:32:26.317400,66.05,3.3055555555555554,20,3,1
2026-01-23 13:01:09.482193,86.95,6.194444444444445,13,4,1
2026-01-23 14:01:14.299544,87.65,6.0,14,4,1
2026-01-23 15:01:21.217898,84.65,5.111111111111111,15,4,1
2026-01-23 17:01:27.230179,76.25,3.6944444444444446,17,4,1
2026-01-23 18:12:19.792435,69.35,5.388888888888888,18,4,1
2026-01-23 19:12:24.856042,65.85,3.888888888888889,19,4,1
2026-01-23 20:12:32.469224,64.65,2.694444444444444,20,4,1
2026-01-24 11:30:18.849580,80.75,2.8055555555555554,11,5,1
2026-01-24 12:30:24.390737,84.65,2.5,12,5,1
2026-01-24 13:30:31.514200,82.35,2.388888888888889,13,5,1
2026-01-24 14:30:38.188156,83.75,2.611111111111111,14,5,1
2026-01-24 15:30:43.696499,82.15,3.194444444444444,15,5,1
2026-01-24 16:30:50.928166,72.55,3.8055555555555554,16,5,1
2026-01-24 17:30:56.858905,62.55,3.611111111111111,17,5,1
2026-01-24 18:31:03.154624,48.35,3.5,18,5,1
2026-01-24 19:31:10.326030,42.85,4.194444444444445,19,5,1
2026-01-24 20:31:15.612392,40.05,3.3888888888888884,20,5,1
2026-01-25 13:37:53.436762,64.85,3.1111111111111107,13,6,1
2026-01-25 14:37:57.902796,62.05,3.1111111111111107,14,6,1
2026-01-25 10:27:18.365616,60.45,3.0,10,6,1
2026-01-25 10:29:04.647749,60.45,3.0,10,6,1
2026-01-25 10:29:51.928725,60.45,3.0,10,6,1
2026-01-25 14:19:31.079133,49.35,2.111111111111111,14,6,1
2026-01-25 19:55:23,168.5,2.39,19,6,1
2026-01-25 20:41:13,170.0,1.81,20,6,1
2026-01-26 11:11:54,81.2,1.31,11,0,1
