timestamp,pm25,wind,hour,day,month
2026-01-18 15:33:23.742247,173.65,1.8055555555555556,15,6,1
2026-01-18 15:37:13.644923,173.65,1.8055555555555556,15,6,1
2026-01-18 16:37:21.318342,138.65,1.611111111111111,16,6,1
2026-01-18 17:37:29.237999,107.05,1.6944444444444442,17,6,1
2026-01-18 18:37:37.232156,87.95,1.6944444444444442,18,6,1
2026-01-18 19:37:43.022691,78.35,1.6944444444444442,19,6,1
2026-01-18 20:37:50.770209,73.75,1.8055555555555556,20,6,1
2026-01-18 21:38:00.445054,77.25,1.8888888888888888,21,6,1
2026-01-20 13:37:31.572385,157.75,2.8055555555555554,13,1,1
2026-01-20 14:37:40.485712,150.35,1.0,14,1,1
2026-01-20 18:21:44.043546,69.05,2.8055555555555554,18,1,1
2026-01-20 18:22:50.133964,69.05,2.8055555555555554,18,1,1
2026-01-20 19:22:57.994146,62.55,2.8055555555555554,19,1,1
2026-01-20 20:23:03.569880,61.85,1.0,20,1,1
2026-01-21 12:56:15.635038,118.15,2.888888888888889,12,2,1
2026-01-21 13:56:23.096020,126.55,3.194444444444444,13,2,1
2026-01-21 18:09:48.191675,47.85,2.694444444444444,18,2,1
2026-01-21 19:09:53.688154,45.55,2.694444444444444,19,2,1
2026-01-21 20:09:58.788172,45.05,2.305555555555556,20,2,1
2026-01-22 13:23:28.949844,142.45,1.5,13,3,1
2026-01-22 14:23:40.784355,130.75,1.6944444444444442,14,3,1
2026-01-22 17:54:07.250959,69.35,2.694444444444444,17,3,1
2026-01-22 18:55:27.104591,63.05,2.388888888888889,18,3,1
2026-01-22 19:32:25.218435,61.15,2.5,19,3,1
2026-01-22 20:32:31.495092,59.75,3.1111111111111107,20,3,1
2026-01-23 13:01:15.519373,83.95,6.499999999999999,13,4,1
2026-01-23 14:01:20.097805,87.25,6.388888888888888,14,4,1
2026-01-23 15:01:26.244308,89.05,5.111111111111111,15,4,1
2026-01-23 17:01:31.382107,83.55,4.611111111111112,17,4,1
2026-01-23 18:12:23.592020,75.55,3.194444444444444,18,4,1
2026-01-23 19:12:31.168478,70.65,3.888888888888889,19,4,1
2026-01-23 20:12:38.907731,68.85,2.694444444444444,20,4,1
2026-01-24 11:30:23.221331,87.45,2.611111111111111,11,5,1
2026-01-24 12:30:30.261310,91.65,2.388888888888889,12,5,1
2026-01-24 13:30:37.343311,83.75,2.388888888888889,13,5,1
2026-01-24 14:30:42.379319,86.95,2.388888888888889,14,5,1
2026-01-24 15:30:50.048565,88.65,3.194444444444444,15,5,1
2026-01-24 16:30:55.832759,81.65,3.6944444444444446,16,5,1
2026-01-24 17:31:01.671156,75.85,3.611111111111111,17,5,1
2026-01-24 18:31:09.402224,58.45,3.8055555555555554,18,5,1
2026-01-24 19:31:14.198658,51.85,4.194444444444445,19,5,1
2026-01-24 20:31:21.852883,48.85,3.5,20,5,1
2026-01-25 13:37:56.910272,67.45,3.194444444444444,13,6,1
2026-01-25 14:38:02.112161,64.15,3.194444444444444,14,6,1
2026-01-25 10:27:20.295158,60.45,3.194444444444444,10,6,1
2026-01-25 10:29:05.552932,60.45,3.194444444444444,10,6,1
2026-01-25 10:29:52.828360,60.45,3.194444444444444,10,6,1
2026-01-25 14:19:33.741473,49.35,1.8888888888888888,14,6,1
2026-01-25 19:55:28,168.5,2.11,19,6,1
2026-01-25 20:41:18,170.0,1.5,20,6,1
2026-01-26 11:11:59,81.2,1.39,11,0,1
